"","NASDAQ Composite (IXIC)_history.csv Date","NASDAQ Composite (IXIC)_history.csv Price","NASDAQ Composite (IXIC)_history.csv Open","NASDAQ Composite (IXIC)_history.csv High","NASDAQ Composite (IXIC)_history.csv Low","NASDAQ Composite (IXIC)_history.csv Volume"
"1146",2013-07-23,3579.27,3606.7,3606.7,3576.96,"362450000"
"1147",2013-07-24,3579.6,3605.26,3606.28,3573.53,"416680000"
"1148",2013-07-25,3605.19,3589.46,3606.19,3579.2,"491340000"
"1149",2013-07-26,3613.16,3584.85,3613.33,3581.26,"388830000"
"1150",2013-07-29,3599.14,3604.29,3618.85,3592.8,"313130000"
"1151",2013-07-30,3616.47,3612.36,3629.12,3606.33,"380420000"
"1152",2013-07-31,3626.37,3627.66,3649.35,3624.77,"454730000"
"1153",2013-08-01,3675.74,3654.18,3678.5,3653.74,"400210000"
"1154",2013-08-02,3689.59,3671.11,3689.59,3663.88,"362140000"
"1155",2013-08-05,3692.95,3682.67,3694.19,3681.34,"300010000"
"1156",2013-08-06,3665.77,3685.39,3690.32,3654.67,"345090000"
"1157",2013-08-07,3654.01,3658.53,3663.2,3633.59,"376950000"
"1158",2013-08-08,3669.12,3672.21,3675.71,3649.64,"374290000"
"1159",2013-08-09,3660.11,3664.27,3677.83,3649.69,"348490000"
"1160",2013-08-12,3669.95,3645.78,3673.51,3645.39,"323060000"
"1161",2013-08-13,3684.44,3675.37,3691.06,3648.82,"361420000"
"1162",2013-08-14,3669.27,3683.97,3686.55,3668.74,"360840000"
"1163",2013-08-15,3606.12,3625.36,3626.77,3600.96,"388140000"
"1164",2013-08-16,3602.78,3603.78,3621.46,3598.65,"402400000"
"1165",2013-08-19,3589.09,3601.88,3623.48,3589.03,"326250000"
"1166",2013-08-20,3613.59,3596.77,3625.26,3593.14,"297610000"
"1167",2013-08-21,3599.79,3603.68,3630.23,3589.02,"340210000"
"1168",2013-08-22,3638.71,3614.14,3639.21,3613.93,"257820000"
"1169",2013-08-23,3657.79,3659.21,3660.66,3643.86,"342960000"
"1170",2013-08-26,3657.57,3661.8,3684.22,3652.26,"320250000"
"1171",2013-08-27,3578.52,3616.06,3629.95,3573.57,"371070000"
"1172",2013-08-28,3593.35,3579.11,3607.36,3578.8,"314630000"
"1173",2013-08-29,3620.3,3587.07,3635.84,3587.07,"304410000"
"1174",2013-08-30,3589.87,3621.59,3621.78,3581.05,"365190000"
"1175",2013-09-03,3612.61,3622.64,3637.06,3593.62,"411220000"
"1176",2013-09-04,3649.04,3619.05,3651.78,3612.22,"428670000"
"1177",2013-09-05,3658.78,3652.44,3665.01,3651.17,"337420000"
"1178",2013-09-06,3660.01,3672.82,3677.07,3618.77,"390500000"
"1179",2013-09-09,3706.18,3675.12,3708.42,3675.12,"351950000"
"1180",2013-09-10,3729.02,3724.67,3729.38,3716.44,"403550000"
"1181",2013-09-11,3725.01,3710.79,3726.59,3704.22,"382310000"
"1182",2013-09-12,3715.97,3724.53,3731.84,3713.08,"350680000"
"1183",2013-09-13,3722.18,3723.27,3724.73,3701.88,"307640000"
"1184",2013-09-16,3717.85,3755,3756.24,3712.47,"350890000"
"1185",2013-09-17,3745.7,3725.31,3747.08,3724.26,"335970000"
"1186",2013-09-18,3783.64,3751.29,3790.7,3737.69,"413280000"
"1187",2013-09-19,3789.38,3794.7,3798.16,3781.59,"388050000"
"1188",2013-09-20,3774.73,3796.28,3798.76,3774.11,"965150000"
"1189",2013-09-23,3765.29,3786.84,3787.14,3745.54,"412330000"
"1190",2013-09-24,3768.25,3771.6,3789.85,3753.04,"411180000"
"1191",2013-09-25,3761.1,3772.59,3782.92,3754.94,"396660000"
"1192",2013-09-26,3787.43,3774.95,3795.72,3772.8,"391050000"
"1193",2013-09-27,3781.59,3767.89,3788.35,3762.67,"378980000"
"1194",2013-09-30,3771.48,3737.6,3780.97,3734.74,"517560000"
"1195",2013-10-01,3817.98,3774.18,3817.98,3774.18,"427650000"
"1196",2013-10-02,3815.02,3793.11,3819.28,3788.45,"389040000"
"1197",2013-10-03,3774.34,3809.9,3816.96,3753.17,"432210000"
"1198",2013-10-04,3807.75,3774.72,3812.86,3773.4,"342500000"
"1199",2013-10-07,3770.38,3776.64,3800.08,3769.75,"350760000"
"1200",2013-10-08,3694.83,3772.22,3772.49,3694.14,"481570000"
"1201",2013-10-09,3677.78,3701.62,3702.15,3650.03,"533370000"
"1202",2013-10-10,3760.75,3721.58,3764.72,3721.11,"437740000"
"1203",2013-10-11,3791.87,3753.22,3794.37,3751.38,"408390000"
"1204",2013-10-14,3815.28,3767.49,3816.41,3766.28,"3.64e+08"
"1205",2013-10-15,3794.01,3810.72,3824.44,3789.68,"432680000"
"1206",2013-10-16,3839.43,3815,3840.48,3814.15,"408350000"
"1207",2013-10-17,3863.15,3822.85,3863.49,3821.43,"480880000"
"1208",2013-10-18,3914.28,3893.36,3914.93,3882.06,"534410000"
"1209",2013-10-21,3920.05,3922.65,3931.45,3909.91,"410330000"
"1210",2013-10-22,3929.57,3935.54,3947.67,3904.06,"446620000"
"1211",2013-10-23,3907.07,3907.3,3911.64,3887.66,"450530000"
"1212",2013-10-24,3928.96,3911.61,3932.6,3907.54,"486020000"
"1213",2013-10-25,3943.36,3955.98,3961.1,3927.5,"475410000"
"1214",2013-10-28,3940.13,3942.56,3947.58,3927.09,"514120000"
"1215",2013-10-29,3952.34,3954.34,3957.12,3934.94,"454050000"
"1216",2013-10-30,3930.62,3962.4,3966.71,3919.14,"457280000"
"1217",2013-10-31,3919.71,3924.34,3945.04,3909.26,"587130000"
"1218",2013-11-01,3922.04,3932.45,3938.48,3904.2,"485980000"
"1219",2013-11-04,3936.59,3932.6,3937.5,3919.46,"429070000"
"1220",2013-11-05,3939.86,3925.06,3947.27,3909.63,"455480000"
"1221",2013-11-06,3931.95,3952.18,3955.97,3920.91,"461990000"
"1222",2013-11-07,3857.33,3935.81,3938.33,3855.07,"547990000"
"1223",2013-11-08,3919.23,3871.24,3919.23,3869.12,"470450000"
"1224",2013-11-11,3919.79,3913.64,3925.34,3904.72,"386460000"
"1225",2013-11-12,3919.92,3907.82,3922.27,3902.67,"427100000"
"1226",2013-11-13,3965.57,3899.38,3965.57,3899.31,"443720000"
"1227",2013-11-14,3972.74,3956.47,3975.89,3949.01,"444850000"
"1228",2013-11-15,3985.97,3978.27,3985.97,3969.22,"494970000"
"1229",2013-11-18,3949.07,3990.06,3994.97,3942.84,"434400000"
"1230",2013-11-19,3931.55,3945.97,3960.44,3923.47,"406970000"
"1231",2013-11-20,3921.27,3940.98,3952.08,3911.61,"401250000"
"1232",2013-11-21,3969.16,3938.11,3970.91,3936.82,"406570000"
"1233",2013-11-22,3991.65,3977.31,3991.66,3973,"405050000"
"1234",2013-11-25,3994.57,4004.37,4007.09,3987.16,"415560000"
"1235",2013-11-26,4017.75,3996.7,4026.99,3989.49,"468580000"
"1236",2013-11-27,4044.75,4026.92,4045.81,4023.65,"337400000"
"1237",2013-11-29,4059.89,4057.16,4069.7,4055.45,"239420000"
"1238",2013-12-02,4045.26,4065.66,4068.49,4040.88,"404830000"
"1239",2013-12-03,4037.2,4038.99,4050.08,4022.12,"457780000"
"1240",2013-12-04,4038,4020.33,4051.74,4004.76,"456820000"
"1241",2013-12-05,4033.16,4037.99,4043.71,4025.26,"442980000"
"1242",2013-12-06,4062.52,4069.86,4069.86,4042.35,"412610000"
"1243",2013-12-09,4068.75,4073.75,4081.78,4063.49,"406930000"
"1244",2013-12-10,4060.49,4061.17,4074.01,4056.49,"431430000"
"1245",2013-12-11,4003.81,4061.67,4065.08,3998.92,"465820000"
"1246",2013-12-12,3998.4,4004.75,4013.54,3993.57,"451760000"
"1247",2013-12-13,4000.97,4015.53,4017.45,3992.29,"387860000"
"1248",2013-12-16,4029.52,4019.37,4043,4019.14,"462160000"
"1249",2013-12-17,4023.68,4028.88,4034.69,4011.58,"438150000"
"1250",2013-12-18,4070.06,4024.67,4070.38,3979.59,"535090000"
"1251",2013-12-19,4058.14,4059.34,4063.7,4045.41,"420200000"
"1252",2013-12-20,4104.74,4064.89,4111.93,4064.73,"1.25e+09"
"1253",2013-12-23,4148.9,4136.15,4149.31,4127.72,"424750000"
"1254",2013-12-24,4155.42,4150.64,4155.62,4147.15,"190370000"
"1255",2013-12-26,4167.18,4164.21,4169.97,4158.59,"279530000"
"1256",2013-12-27,4156.59,4173.36,4175.36,4153.64,"283550000"
"1257",2013-12-30,4154.2,4153.58,4158.73,4142.18,"305830000"
"1258",2013-12-31,4176.59,4161.51,4177.73,4160.77,"353350000"
"1259",2014-01-02,4143.07,4160.03,4160.96,4131.79,"428230000"
"1260",2014-01-03,4131.91,4148.56,4152.96,4124.96,"381910000"
"1261",2014-01-06,4113.68,4137.03,4139.78,4103.75,"526250000"
"1262",2014-01-07,4153.18,4128.57,4158.18,4126.48,"513530000"
"1263",2014-01-08,4165.61,4154.28,4171.75,4145,"545340000"
"1264",2014-01-09,4156.19,4179.04,4182.74,4142.7,"520400000"
"1265",2014-01-10,4174.66,4168.94,4174.68,4142.21,"483380000"
"1266",2014-01-13,4113.3,4167.41,4179.47,4097.99,"549440000"
"1267",2014-01-14,4183.02,4129.6,4183.84,4125.81,"470400000"
"1268",2014-01-15,4214.88,4196.53,4218.79,4195.98,"491430000"
"1269",2014-01-16,4218.69,4209.59,4219.28,4204.15,"459920000"
"1270",2014-01-17,4197.58,4207.82,4217.24,4187.31,"619380000"
"1271",2014-01-21,4225.76,4222.98,4227.93,4193.17,"502830000"
"1272",2014-01-22,4243,4234.58,4246.55,4225.52,"483040000"
"1273",2014-01-23,4218.88,4224.36,4224.44,4192.28,"549540000"
"1274",2014-01-24,4128.17,4194.97,4197.93,4128.17,"606960000"
"1275",2014-01-27,4083.61,4132.22,4136.46,4052.63,"579540000"
"1276",2014-01-28,4097.96,4067.86,4099.81,4067.69,"496490000"
"1277",2014-01-29,4051.43,4060.61,4091.27,4044.76,"555450000"
"1278",2014-01-30,4123.12,4098.81,4135.84,4094.17,"507590000"
"1279",2014-01-31,4103.88,4068.63,4124.92,4067.61,"617340000"
"1280",2014-02-03,3996.96,4105.06,4113.55,3989.95,"662970000"
"1281",2014-02-04,4031.52,4019.44,4044.2,4004.58,"561050000"
"1282",2014-02-05,4011.55,4015.5,4026.28,3968.19,"535250000"
"1283",2014-02-06,4057.12,4022.66,4064.06,4022.17,"480950000"
"1284",2014-02-07,4125.86,4081.82,4126.51,4069.93,"532900000"
"1285",2014-02-10,4148.17,4125.12,4148.3,4122.61,"467910000"
"1286",2014-02-11,4191.05,4154.65,4198.51,4153.1,"478480000"
"1287",2014-02-12,4201.29,4196.85,4212.61,4190.39,"494540000"
"1288",2014-02-13,4240.67,4171.58,4240.67,4170.47,"538010000"
"1289",2014-02-14,4244.02,4237,4250.91,4225.75,"454930000"
"1290",2014-02-18,4272.78,4253.71,4277.33,4243.56,"498370000"
"1291",2014-02-19,4237.95,4260.74,4274.28,4232.38,"493760000"
"1292",2014-02-20,4267.55,4241.46,4272.34,4226.75,"494500000"
"1293",2014-02-21,4263.41,4282.17,4284.85,4261.63,"588210000"
"1294",2014-02-24,4292.97,4273.32,4311.12,4272.11,"535270000"
"1295",2014-02-25,4287.59,4298.48,4307.51,4275.8,"496240000"
"1296",2014-02-26,4292.06,4300.45,4316.82,4278.53,"493190000"
"1297",2014-02-27,4318.93,4291.47,4322.46,4284.78,"487350000"
"1298",2014-02-28,4308.12,4323.52,4342.59,4275.61,"643340000"
"1299",2014-03-03,4277.3,4261.42,4284.15,4239.65,"507660000"
"1300",2014-03-04,4351.97,4327.85,4357.21,4327.53,"643050000"
"1301",2014-03-05,4357.97,4352.76,4362.5,4344.15,"514260000"
"1302",2014-03-06,4352.12,4368.81,4371.71,4341,"499170000"
"1303",2014-03-07,4336.22,4370.98,4371.39,4319.15,"514040000"
"1304",2014-03-10,4334.45,4332.62,4339.93,4307.84,"501330000"
"1305",2014-03-11,4307.19,4342.93,4354.43,4295.47,"573280000"
"1306",2014-03-12,4323.33,4288.6,4323.33,4270.22,"498610000"
"1307",2014-03-13,4260.42,4338.26,4339.9,4242.94,"569830000"
"1308",2014-03-14,4245.4,4250.45,4272.34,4241.94,"507680000"
"1309",2014-03-17,4279.95,4274.22,4301.28,4273.01,"446410000"
"1310",2014-03-18,4333.31,4286.22,4334.66,4284.11,"456460000"
"1311",2014-03-19,4307.6,4331.46,4334.3,4283.53,"478150000"
"1312",2014-03-20,4319.29,4297.99,4329.61,4287.41,"431120000"
"1313",2014-03-21,4276.79,4339.9,4344.39,4268.34,"1.2e+09"
"1314",2014-03-24,4226.39,4289.49,4289.49,4190.61,"604090000"
"1315",2014-03-25,4234.27,4252.65,4274.32,4203.64,"510490000"
"1316",2014-03-26,4173.58,4254.98,4263.07,4173.58,"577280000"
"1317",2014-03-27,4151.23,4169.35,4186.12,4131.81,"549860000"
"1318",2014-03-28,4155.76,4163.18,4203.49,4144.69,"483500000"
"1319",2014-03-31,4198.99,4185.62,4212.97,4180.54,"554210000"
"1320",2014-04-01,4268.04,4219.87,4268.2,4218.77,"533020000"
"1321",2014-04-02,4276.46,4281.61,4286.09,4258.86,"495120000"
"1322",2014-04-03,4237.74,4282.18,4284.69,4216.57,"499910000"
"1323",2014-04-04,4127.73,4263.94,4267.06,4118.71,"653310000"
"1324",2014-04-07,4079.75,4110.92,4133.68,4052.14,"649900000"
"1325",2014-04-08,4112.99,4085.18,4120.24,4066.11,"542200000"
"1326",2014-04-09,4183.9,4129.63,4185.19,4121.17,"473340000"
"1327",2014-04-10,4054.11,4181.21,4182.61,4042.76,"612450000"
"1328",2014-04-11,3999.73,4015.07,4067.22,3991.64,"593440000"
"1329",2014-04-14,4022.69,4038.06,4050.79,3986.5,"488250000"
"1330",2014-04-15,4034.16,4032.63,4054.8,3946.03,"591540000"
"1331",2014-04-16,4086.22,4066.82,4086.28,4038.81,"481180000"
"1332",2014-04-17,4095.52,4080.3,4110.46,4064.7,"506530000"
"1333",2014-04-21,4121.55,4105.36,4121.55,4081.91,"395740000"
"1334",2014-04-22,4161.46,4132.06,4170.72,4131.61,"463210000"
"1335",2014-04-23,4126.97,4160.9,4161.44,4125.41,"447600000"
"1336",2014-04-24,4148.34,4174.61,4177.16,4107.52,"521520000"
"1337",2014-04-25,4075.56,4125.16,4126.98,4068.1,"526900000"
"1338",2014-04-28,4074.4,4091.81,4111.59,4014.17,"572110000"
"1339",2014-04-29,4103.54,4089.51,4111.45,4070.24,"457600000"
"1340",2014-04-30,4114.56,4085.19,4116.14,4070.62,"547570000"
"1341",2014-05-01,4127.45,4121.25,4149.56,4105.61,"536770000"
"1342",2014-05-02,4123.9,4138.63,4145.06,4115.89,"480280000"
"1343",2014-05-05,4138.06,4099.25,4138.34,4086.35,"404880000"
"1344",2014-05-06,4080.76,4128.22,4132.46,4080.76,"479260000"
"1345",2014-05-07,4067.67,4085.49,4091.03,4021.05,"636410000"
"1346",2014-05-08,4051.5,4053.28,4109.2,4039.91,"588770000"
"1347",2014-05-09,4071.87,4043.44,4071.87,4025.24,"502340000"
"1348",2014-05-12,4143.86,4092.84,4146.54,4092.09,"485710000"
"1349",2014-05-13,4130.16,4144.9,4155.13,4128.01,"446520000"
"1350",2014-05-14,4100.63,4122.08,4132.33,4093.83,"443260000"
"1351",2014-05-15,4069.29,4096.53,4098.25,4035.96,"5.39e+08"
"1352",2014-05-16,4090.59,4070.35,4091.16,4044.27,"469900000"
"1353",2014-05-19,4125.81,4080.33,4128.47,4075.7,"401440000"
"1354",2014-05-20,4096.89,4121.11,4124.86,4080.61,"459620000"
"1355",2014-05-21,4131.54,4105.96,4133.61,4103.61,"417630000"
"1356",2014-05-22,4154.34,4136.09,4164.85,4131.47,"434350000"
"1357",2014-05-23,4185.81,4159.78,4186.58,4148.3,"387930000"
"1358",2014-05-27,4237.07,4206.44,4237.07,4204.72,"429960000"
"1359",2014-05-28,4225.07,4234.96,4238.17,4216.89,"406890000"
"1360",2014-05-29,4247.95,4238.04,4247.95,4228.96,"365310000"
"1361",2014-05-30,4242.62,4251.49,4252.08,4221.95,"511400000"
"1362",2014-06-02,4237.2,4247.96,4247.96,4207.61,"408840000"
"1363",2014-06-03,4234.08,4222.04,4240.35,4215.8,"432930000"
"1364",2014-06-04,4251.64,4222.21,4256.19,4216.23,"392280000"
"1365",2014-06-05,4296.23,4259.12,4299.5,4241.68,"456390000"
"1366",2014-06-06,4321.4,4312.76,4322.51,4305.74,"409130000"
"1367",2014-06-09,4336.24,4324.35,4346.74,4320.28,"435140000"
"1368",2014-06-10,4338,4329.2,4338.87,4319.93,"419940000"
"1369",2014-06-11,4331.93,4322.92,4338.21,4315.49,"408360000"
"1370",2014-06-12,4297.63,4323.11,4328.35,4284.53,"454960000"
"1371",2014-06-13,4310.65,4315.31,4317.67,4288.41,"430050000"
"1372",2014-06-16,4321.1,4303.93,4326.89,4296.26,"407960000"
"1373",2014-06-17,4337.23,4316.01,4346.12,4311.15,"444940000"
"1374",2014-06-18,4362.84,4341.18,4365.1,4320.54,"434830000"
"1375",2014-06-19,4359.33,4370.14,4372.18,4339.61,"440750000"
"1376",2014-06-20,4368.04,4365.37,4368.8,4354.03,"1.06e+09"
"1377",2014-06-23,4368.68,4368.95,4371.81,4358.68,"424370000"
"1378",2014-06-24,4350.35,4367.9,4399.87,4342.9,"482180000"
"1379",2014-06-25,4379.76,4341.82,4383.55,4339.41,"422560000"
"1380",2014-06-26,4379.05,4379.44,4379.8,4347.45,"360130000"
"1381",2014-06-27,4397.93,4371.8,4398.85,4371.6,"1.13e+09"
"1382",2014-06-30,4408.18,4398.37,4417.46,4396.59,"493490000"
"1383",2014-07-01,4458.65,4424.71,4471.6,4424.43,"490570000"
"1384",2014-07-02,4457.73,4457.86,4466.92,4450.87,"386490000"
"1385",2014-07-03,4485.93,4472.89,4485.93,4463.85,"296070000"
"1386",2014-07-07,4451.53,4477.74,4478.02,4447.6,"424550000"
"1387",2014-07-08,4391.46,4442.87,4443.56,4372.04,"540900000"
"1388",2014-07-09,4419.03,4403.03,4421.93,4388.01,"414260000"
"1389",2014-07-10,4396.2,4352.03,4415.85,4351.04,"409740000"
"1390",2014-07-11,4415.49,4401.05,4417.16,4389.29,"365720000"
"1391",2014-07-14,4440.42,4441.39,4451.6,4432.95,"377890000"
"1392",2014-07-15,4416.39,4444.91,4451.93,4389.7,"444640000"
"1393",2014-07-16,4425.97,4446.17,4448.87,4419.71,"492610000"
"1394",2014-07-17,4363.45,4411.52,4425.38,4352.23,"505570000"
"1395",2014-07-18,4432.15,4379.94,4434.44,4378.22,"494560000"
"1396",2014-07-21,4424.7,4421.2,4432.41,4404.51,"379180000"
"1397",2014-07-22,4456.02,4444.94,4464.13,4443.35,"403350000"
"1398",2014-07-23,4473.7,4468.16,4480.73,4457.94,"448410000"
"1399",2014-07-24,4472.11,4481.61,4485.5,4465.94,"456080000"
"1400",2014-07-25,4449.56,4448.06,4457.95,4430.43,"420140000"
"1401",2014-07-28,4444.91,4451.12,4455.39,4413.91,"430750000"
"1402",2014-07-29,4442.7,4456.07,4470.97,4441.03,"486030000"
"1403",2014-07-30,4462.9,4468.44,4476.06,4444.51,"457160000"
"1404",2014-07-31,4369.77,4421.29,4430.8,4367.15,"574240000"
"1405",2014-08-01,4352.64,4363.39,4385.05,4324.02,"504650000"
"1406",2014-08-04,4383.89,4365.62,4395.38,4343.03,"435810000"
"1407",2014-08-05,4352.84,4364.59,4383.02,4333.58,"467510000"
"1408",2014-08-06,4355.05,4326.28,4378.99,4325.04,"444290000"
"1409",2014-08-07,4334.97,4373.24,4379.7,4321.89,"456470000"
"1410",2014-08-08,4370.9,4340.88,4373.11,4327.87,"435750000"
"1411",2014-08-11,4401.33,4387.38,4415.78,4384.15,"366750000"
"1412",2014-08-12,4389.25,4394.69,4407.08,4371.84,"366690000"
"1413",2014-08-13,4434.12,4407.86,4434.31,4403.64,"372800000"
"1414",2014-08-14,4453,4438.13,4453,4433.94,"334040000"
"1415",2014-08-15,4464.93,4479.64,4482.47,4427.13,"507500000"
"1416",2014-08-18,4508.31,4490.53,4509.15,4486.44,"395420000"
"1417",2014-08-19,4527.51,4514.26,4528.91,4513.92,"373140000"
"1418",2014-08-20,4526.48,4517.75,4533.01,4515.73,"356530000"
"1419",2014-08-21,4532.1,4526.72,4534,4513.81,"349360000"
"1420",2014-08-22,4538.55,4534.87,4547.24,4521.77,"329970000"
"1421",2014-08-25,4557.35,4563.72,4571.14,4547.78,"334630000"
"1422",2014-08-26,4570.64,4563.81,4575.59,4556.78,"342630000"
"1423",2014-08-27,4569.62,4574.35,4575.81,4561.84,"335940000"
"1424",2014-08-28,4557.69,4552.55,4565.96,4546.62,"321030000"
"1425",2014-08-29,4580.27,4571.76,4580.27,4553.78,"354030000"
"1426",2014-09-02,4598.19,4592.42,4598.64,4576.81,"445940000"
"1427",2014-09-03,4572.56,4610.14,4610.14,4565.38,"456170000"
"1428",2014-09-04,4562.29,4581.52,4603.15,4553.31,"4.11e+08"
"1429",2014-09-05,4582.9,4560.63,4583,4542.74,"403420000"
"1430",2014-09-08,4592.28,4579.06,4600.4,4570.23,"412630000"
"1431",2014-09-09,4552.28,4588.83,4599.03,4544.44,"455940000"
"1432",2014-09-10,4586.52,4554.15,4587.1,4544.84,"426460000"
"1433",2014-09-11,4591.81,4567.64,4591.81,4559.75,"407260000"
"1434",2014-09-12,4567.6,4588.77,4590.08,4555.68,"440810000"
"1435",2014-09-15,4518.9,4567.45,4567.47,4506.73,"463550000"
"1436",2014-09-16,4552.76,4502.11,4558.24,4499.87,"467050000"
"1437",2014-09-17,4562.19,4553.96,4582.4,4539.36,"441010000"
"1438",2014-09-18,4593.43,4575.74,4593.98,4572.62,"430260000"
"1439",2014-09-19,4579.79,4606.13,4610.57,4563.44,"1.2e+09"
"1440",2014-09-22,4527.69,4568.45,4568.87,4513.12,"471720000"
"1441",2014-09-23,4508.69,4511.32,4536.03,4508.42,"461870000"
"1442",2014-09-24,4555.22,4514.92,4557.27,4500.13,"430450000"
"1443",2014-09-25,4466.75,4540.82,4546.93,4466.64,"490170000"
"1444",2014-09-26,4512.19,4476.48,4515.74,4475.48,"409650000"
"1445",2014-09-29,4505.85,4465.84,4515.24,4464.44,"432410000"
"1446",2014-09-30,4493.39,4512.64,4522.06,4483.91,"573840000"
"1447",2014-10-01,4422.09,4486.65,4486.79,4409.3,"575570000"
"1448",2014-10-02,4430.19,4421.25,4441.95,4367.74,"512300000"
"1449",2014-10-03,4475.62,4456.81,4488.07,4445.72,"459890000"
"1450",2014-10-06,4454.8,4492.4,4496.26,4444.1,"463150000"
"1451",2014-10-07,4385.2,4433.91,4441.76,4385.15,"510600000"
"1452",2014-10-08,4468.59,4385.7,4473.73,4355.34,"595040000"
"1453",2014-10-09,4378.34,4458.29,4464.13,4377.28,"552970000"
"1454",2014-10-10,4276.24,4354.63,4380.51,4276.24,"714330000"
"1455",2014-10-13,4213.66,4274.9,4303.82,4212.86,"631030000"
"1456",2014-10-14,4227.17,4246.23,4281.34,4212.82,"652380000"
"1457",2014-10-15,4215.32,4154.1,4231.54,4116.6,"794030000"
"1458",2014-10-16,4217.39,4133.25,4246.01,4131.65,"692060000"
"1459",2014-10-17,4258.44,4275.09,4296.11,4241.67,"667360000"
"1460",2014-10-20,4316.07,4254.16,4316.87,4248.22,"456920000"
"1461",2014-10-21,4419.48,4359.17,4419.48,4356.1,"492350000"
"1462",2014-10-22,4382.85,4429.16,4435.86,4381.28,"501410000"
"1463",2014-10-23,4452.79,4427.44,4475.55,4421.56,"508530000"
"1464",2014-10-24,4483.72,4459.46,4486.26,4445.85,"446470000"
"1465",2014-10-27,4485.93,4469.02,4489.6,4450.29,"413390000"
"1466",2014-10-28,4564.29,4505.73,4564.29,4505.11,"507390000"
"1467",2014-10-29,4549.23,4551.37,4564.44,4517.02,"543050000"
"1468",2014-10-30,4566.14,4532.1,4575.5,4521.79,"516180000"
"1469",2014-10-31,4630.74,4639.45,4641.51,4616.58,"659760000"
"1470",2014-11-03,4638.91,4633.71,4654.19,4627.42,"522970000"
"1471",2014-11-04,4623.64,4623.77,4635.95,4594.91,"480850000"
"1472",2014-11-05,4620.72,4649.47,4650.39,4607.73,"497480000"
"1473",2014-11-06,4638.47,4616.78,4639.17,4604.76,"482300000"
"1474",2014-11-07,4632.53,4636.89,4638.8,4606.81,"475310000"
"1475",2014-11-10,4651.62,4635.1,4653.38,4626.49,"471190000"
"1476",2014-11-11,4660.56,4649.19,4661.23,4640.24,"411430000"
"1477",2014-11-12,4675.14,4644.63,4678.58,4643.78,"447410000"
"1478",2014-11-13,4680.14,4681.56,4703.1,4664.27,"457990000"
"1479",2014-11-14,4688.54,4679.85,4688.74,4664.31,"433430000"
"1480",2014-11-17,4671,4678.44,4689.53,4655.19,"429260000"
"1481",2014-11-18,4702.44,4674.84,4709.83,4674.3,"421880000"
"1482",2014-11-19,4675.71,4694.78,4696.2,4655.72,"427480000"
"1483",2014-11-20,4701.87,4655.2,4702.97,4653.32,"411100000"
"1484",2014-11-21,4712.97,4751.01,4751.6,4700.73,"550290000"
"1485",2014-11-24,4754.89,4725.17,4755.02,4723.62,"413330000"
"1486",2014-11-25,4758.25,4762.39,4774.52,4749.92,"491470000"
"1487",2014-11-26,4787.32,4760.23,4788,4757.48,"351090000"
"1488",2014-11-28,4791.63,4797.1,4810.86,4786.72,"300150000"
"1489",2014-12-01,4727.35,4777.73,4782.07,4724.62,"481090000"
"1490",2014-12-02,4755.81,4732.97,4761.63,4729.76,"460390000"
"1491",2014-12-03,4774.47,4761.31,4781.37,4745.14,"450700000"
"1492",2014-12-04,4769.44,4772,4785.41,4753.71,"448630000"
"1493",2014-12-05,4780.76,4776.57,4788.98,4769.64,"449460000"
"1494",2014-12-08,4740.69,4769.76,4793.24,4722.91,"497780000"
"1495",2014-12-09,4766.47,4685.2,4768.41,4674.38,"484640000"
"1496",2014-12-10,4684.02,4754.42,4766.64,4679.24,"481570000"
"1497",2014-12-11,4708.16,4704.65,4759.88,4699.43,"448120000"
"1498",2014-12-12,4653.6,4665.35,4707.92,4653.6,"489470000"
"1499",2014-12-15,4605.16,4679.67,4690.58,4592.43,"568380000"
"1500",2014-12-16,4547.83,4572.79,4645.19,4547.31,"587100000"
"1501",2014-12-17,4644.31,4556.9,4651.9,4550.7,"573500000"
"1502",2014-12-18,4748.4,4712.39,4748.4,4697.09,"553980000"
"1503",2014-12-19,4765.38,4752.6,4782.13,4738.29,"1.29e+09"
"1504",2014-12-22,4781.42,4759.04,4781.93,4757.81,"450590000"
"1505",2014-12-23,4765.42,4798.03,4798.06,4761.39,"405380000"
"1506",2014-12-24,4773.47,4770.12,4787.57,4768.67,"195600000"
"1507",2014-12-26,4806.86,4788.06,4814.95,4787.85,"264820000"
"1508",2014-12-29,4806.91,4801.26,4813.72,4798.9,"312340000"
"1509",2014-12-30,4777.44,4793.61,4803.89,4772.88,"316500000"
"1510",2014-12-31,4736.05,4790.53,4806.43,4734.11,"422140000"
"1511",2015-01-02,4726.81,4760.24,4777.01,4698.11,"367740000"
"1512",2015-01-05,4652.57,4700.34,4702.77,4641.46,"476450000"
"1513",2015-01-06,4592.74,4666.85,4667.33,4567.6,"553620000"
"1514",2015-01-07,4650.47,4626.84,4652.72,4613.9,"482510000"
"1515",2015-01-08,4736.19,4689.54,4741.38,4688.02,"548100000"
"1516",2015-01-09,4704.07,4744.47,4744.71,4681.24,"430670000"
"1517",2015-01-12,4664.71,4714.07,4715.81,4650.65,"491280000"
"1518",2015-01-13,4661.5,4708.74,4751.34,4624.28,"566520000"
"1519",2015-01-14,4639.32,4610.76,4655.37,4595.98,"527380000"
