"","GBP_USD_history.csv Date","GBP_USD_history.csv Price","GBP_USD_history.csv Open","GBP_USD_history.csv High","GBP_USD_history.csv Low"
"1963",2016-07-07,1.291,1.2929,1.305,1.2872
"1964",2016-07-08,1.2956,1.2907,1.3018,1.2876
"1965",2016-07-11,1.2994,1.2949,1.3018,1.2849
"1966",2016-07-12,1.3243,1.2989,1.3296,1.2968
"1967",2016-07-13,1.3147,1.3246,1.3338,1.313
"1968",2016-07-14,1.3342,1.3141,1.3475,1.3101
"1969",2016-07-15,1.3193,1.3341,1.3481,1.313
"1970",2016-07-18,1.3256,1.3167,1.3313,1.3162
"1971",2016-07-19,1.3111,1.3254,1.3276,1.3071
"1972",2016-07-20,1.321,1.3109,1.3227,1.3061
"1973",2016-07-21,1.3234,1.3206,1.3276,1.3156
"1974",2016-07-22,1.3111,1.3231,1.3294,1.3076
"1975",2016-07-25,1.3141,1.3111,1.3165,1.3093
"1976",2016-07-26,1.3132,1.3135,1.3179,1.3055
"1977",2016-07-27,1.3221,1.3131,1.3235,1.307
"1978",2016-07-28,1.3165,1.3218,1.3249,1.3115
"1979",2016-07-29,1.3231,1.3164,1.3305,1.3145
"1980",2016-08-01,1.3178,1.3229,1.3276,1.316
"1981",2016-08-02,1.3357,1.3179,1.3366,1.3169
"1982",2016-08-03,1.3328,1.3355,1.3373,1.3278
"1983",2016-08-04,1.3108,1.3324,1.3349,1.3099
"1984",2016-08-05,1.3073,1.3105,1.3178,1.3019
"1985",2016-08-08,1.3039,1.3055,1.3097,1.3025
"1986",2016-08-09,1.3002,1.3038,1.3053,1.2954
"1987",2016-08-10,1.3011,1.3003,1.3096,1.2988
"1988",2016-08-11,1.2955,1.3005,1.3028,1.2934
"1989",2016-08-12,1.2923,1.2955,1.3039,1.29
"1990",2016-08-15,1.288,1.2919,1.2945,1.2863
"1991",2016-08-16,1.3045,1.2877,1.3052,1.2872
"1992",2016-08-17,1.3042,1.3043,1.3089,1.2976
"1993",2016-08-18,1.3168,1.3041,1.3174,1.3031
"1994",2016-08-19,1.3075,1.3171,1.3186,1.302
"1995",2016-08-22,1.3139,1.3058,1.3158,1.3026
"1996",2016-08-23,1.3196,1.3132,1.3215,1.3126
"1997",2016-08-24,1.3233,1.3191,1.3274,1.3158
"1998",2016-08-25,1.3191,1.3231,1.3264,1.3164
"1999",2016-08-26,1.3139,1.3189,1.3281,1.3118
"2000",2016-08-29,1.3103,1.3132,1.314,1.3056
"2001",2016-08-30,1.3083,1.3108,1.3121,1.3058
"2002",2016-08-31,1.3138,1.3076,1.3158,1.3064
"2003",2016-09-01,1.3268,1.3138,1.3318,1.3124
"2004",2016-09-02,1.3293,1.3267,1.3356,1.325
"2005",2016-09-05,1.3304,1.3295,1.3379,1.3286
"2006",2016-09-06,1.3439,1.3301,1.3447,1.3292
"2007",2016-09-07,1.3338,1.3437,1.3441,1.3316
"2008",2016-09-08,1.3296,1.3338,1.3377,1.328
"2009",2016-09-09,1.3267,1.3294,1.3341,1.3237
"2010",2016-09-12,1.3338,1.3268,1.3351,1.3234
"2011",2016-09-13,1.3195,1.3335,1.3344,1.3165
"2012",2016-09-14,1.3235,1.3189,1.3242,1.3136
"2013",2016-09-15,1.3238,1.3231,1.3279,1.3178
"2014",2016-09-16,1.3001,1.3235,1.3255,1.2992
"2015",2016-09-19,1.3027,1.2993,1.3093,1.299
"2016",2016-09-20,1.2989,1.3028,1.3064,1.2945
"2017",2016-09-21,1.3027,1.2987,1.3048,1.2943
"2018",2016-09-22,1.3078,1.3031,1.3125,1.3023
"2019",2016-09-23,1.2974,1.3069,1.309,1.2912
"2020",2016-09-26,1.2975,1.2951,1.2988,1.2914
"2021",2016-09-27,1.3022,1.2973,1.3027,1.2934
"2022",2016-09-28,1.3019,1.3021,1.3033,1.2977
"2023",2016-09-29,1.297,1.3014,1.306,1.295
"2024",2016-09-30,1.2976,1.2967,1.3023,1.2935
"2025",2016-10-03,1.2843,1.2938,1.2948,1.2815
"2026",2016-10-04,1.2728,1.284,1.2862,1.2715
"2027",2016-10-05,1.2749,1.2727,1.2772,1.2683
"2028",2016-10-06,1.2616,1.2744,1.2761,1.2599
"2029",2016-10-07,1.2434,1.2614,1.2626,1.145
"2030",2016-10-10,1.2363,1.243,1.2453,1.2342
"2031",2016-10-11,1.2123,1.2361,1.2377,1.2086
"2032",2016-10-12,1.2208,1.212,1.2328,1.2102
"2033",2016-10-13,1.2255,1.2206,1.2275,1.213
"2034",2016-10-14,1.2187,1.2257,1.2263,1.2166
"2035",2016-10-17,1.2184,1.2186,1.2204,1.2134
"2036",2016-10-18,1.2297,1.2179,1.2327,1.2173
"2037",2016-10-19,1.2286,1.2292,1.2334,1.2252
"2038",2016-10-20,1.2252,1.2283,1.23,1.2208
"2039",2016-10-21,1.2235,1.2252,1.2263,1.2169
"2040",2016-10-24,1.2239,1.222,1.2253,1.2182
"2041",2016-10-25,1.2188,1.2235,1.2245,1.2081
"2042",2016-10-26,1.2248,1.2187,1.2251,1.2152
"2043",2016-10-27,1.2163,1.2247,1.2271,1.2147
"2044",2016-10-28,1.2185,1.2159,1.2217,1.2112
"2045",2016-10-31,1.2244,1.2177,1.2251,1.2141
"2046",2016-11-01,1.2243,1.2235,1.2282,1.2204
"2047",2016-11-02,1.2303,1.2237,1.236,1.2218
"2048",2016-11-03,1.2462,1.23,1.2496,1.2293
"2049",2016-11-04,1.2519,1.246,1.2559,1.2446
"2050",2016-11-07,1.2398,1.2511,1.2527,1.2377
"2051",2016-11-08,1.2381,1.239,1.2444,1.2358
"2052",2016-11-09,1.2406,1.2371,1.2549,1.2349
"2053",2016-11-10,1.2555,1.2404,1.2585,1.2373
"2054",2016-11-11,1.2602,1.2552,1.2675,1.2521
"2055",2016-11-14,1.2487,1.2591,1.2614,1.2439
"2056",2016-11-15,1.2456,1.2485,1.2531,1.2378
"2057",2016-11-16,1.2443,1.2454,1.2504,1.2408
"2058",2016-11-17,1.2416,1.2441,1.2507,1.2405
"2059",2016-11-18,1.2346,1.2416,1.2438,1.2297
"2060",2016-11-21,1.2493,1.2344,1.2514,1.2308
"2061",2016-11-22,1.2424,1.2495,1.2514,1.2381
"2062",2016-11-23,1.244,1.2423,1.247,1.2357
"2063",2016-11-24,1.2452,1.2437,1.2499,1.2397
"2064",2016-11-25,1.2476,1.2448,1.2491,1.2413
"2065",2016-11-28,1.2415,1.2468,1.2533,1.2382
"2066",2016-11-29,1.249,1.2412,1.2527,1.2384
"2067",2016-11-30,1.2505,1.249,1.2524,1.2416
"2068",2016-12-01,1.2593,1.2504,1.2697,1.2498
"2069",2016-12-02,1.2729,1.259,1.2747,1.2565
"2070",2016-12-05,1.2733,1.2725,1.2746,1.2623
"2071",2016-12-06,1.2677,1.2727,1.2776,1.2653
"2072",2016-12-07,1.2622,1.2676,1.2685,1.2567
"2073",2016-12-08,1.2586,1.2624,1.2706,1.2545
"2074",2016-12-09,1.2576,1.2586,1.2623,1.2548
"2075",2016-12-12,1.268,1.257,1.2704,1.2551
"2076",2016-12-13,1.2658,1.2673,1.2729,1.2649
"2077",2016-12-14,1.2565,1.2658,1.2721,1.2527
"2078",2016-12-15,1.2419,1.2556,1.2572,1.2372
"2079",2016-12-16,1.2497,1.2417,1.2519,1.2379
"2080",2016-12-19,1.24,1.2491,1.2504,1.2353
"2081",2016-12-20,1.2367,1.2399,1.2414,1.2311
"2082",2016-12-21,1.2354,1.2362,1.2393,1.2321
"2083",2016-12-22,1.2283,1.2349,1.2379,1.2273
"2084",2016-12-23,1.2292,1.228,1.2301,1.2226
"2085",2016-12-26,1.2288,1.2262,1.2314,1.2257
"2086",2016-12-27,1.2271,1.2283,1.229,1.2236
"2087",2016-12-28,1.2226,1.2267,1.2298,1.2197
"2088",2016-12-29,1.2263,1.2222,1.228,1.2206
"2089",2016-12-30,1.2338,1.226,1.2389,1.2242
"2090",2017-01-02,1.2275,1.2344,1.2354,1.2267
"2091",2017-01-03,1.2239,1.2272,1.2308,1.2198
"2092",2017-01-04,1.2322,1.2232,1.2356,1.2217
"2093",2017-01-05,1.2418,1.2321,1.2436,1.2267
"2094",2017-01-06,1.2287,1.2417,1.2437,1.2257
"2095",2017-01-09,1.2162,1.2266,1.2273,1.2122
"2096",2017-01-10,1.2177,1.2161,1.2191,1.2104
"2097",2017-01-11,1.2212,1.2175,1.227,1.2036
"2098",2017-01-12,1.2163,1.2206,1.2318,1.2148
"2099",2017-01-13,1.2179,1.2155,1.2234,1.2119
"2100",2017-01-16,1.2048,1.2058,1.209,1.1979
"2101",2017-01-17,1.2413,1.2043,1.2415,1.2014
"2102",2017-01-18,1.2259,1.2412,1.2417,1.225
"2103",2017-01-19,1.2342,1.2256,1.2343,1.225
"2104",2017-01-20,1.2375,1.2341,1.2381,1.2259
"2105",2017-01-23,1.2535,1.2358,1.2546,1.2352
"2106",2017-01-24,1.2521,1.2534,1.2546,1.2415
"2107",2017-01-25,1.2634,1.252,1.2643,1.2488
"2108",2017-01-26,1.2593,1.2631,1.268,1.2554
"2109",2017-01-27,1.2555,1.259,1.2614,1.2514
"2110",2017-01-30,1.2486,1.2548,1.2604,1.2462
"2111",2017-01-31,1.2579,1.2483,1.2598,1.241
"2112",2017-02-01,1.2658,1.258,1.2686,1.2542
"2113",2017-02-02,1.2528,1.2656,1.2715,1.2514
"2114",2017-02-03,1.2488,1.2522,1.2539,1.2456
"2115",2017-02-06,1.247,1.2491,1.251,1.2423
"2116",2017-02-07,1.2511,1.2463,1.2547,1.2344
"2117",2017-02-08,1.2539,1.2505,1.2551,1.2472
"2118",2017-02-09,1.2496,1.2539,1.2585,1.2487
"2119",2017-02-10,1.2491,1.2496,1.2524,1.2436
"2120",2017-02-13,1.2528,1.2473,1.2541,1.2468
"2121",2017-02-14,1.247,1.2523,1.255,1.244
"2122",2017-02-15,1.2459,1.247,1.2482,1.2379
"2123",2017-02-16,1.249,1.2458,1.2527,1.2451
"2124",2017-02-17,1.2414,1.2488,1.2513,1.2385
"2125",2017-02-20,1.2461,1.2409,1.2483,1.24
"2126",2017-02-21,1.2473,1.2457,1.2482,1.2397
"2127",2017-02-22,1.2451,1.2469,1.2509,1.2421
"2128",2017-02-23,1.2555,1.244,1.2562,1.2425
"2129",2017-02-24,1.2468,1.2552,1.2572,1.2444
"2130",2017-02-27,1.2444,1.2465,1.2486,1.2382
"2131",2017-02-28,1.2381,1.2442,1.247,1.2368
"2132",2017-03-01,1.2295,1.238,1.2406,1.2277
"2133",2017-03-02,1.2267,1.2288,1.2308,1.224
"2134",2017-03-03,1.2295,1.2265,1.2304,1.2212
"2135",2017-03-06,1.2236,1.2293,1.2302,1.2221
"2136",2017-03-07,1.22,1.2234,1.2253,1.2167
"2137",2017-03-08,1.217,1.2197,1.2216,1.2138
"2138",2017-03-09,1.2167,1.2165,1.2195,1.2134
"2139",2017-03-10,1.2171,1.2166,1.219,1.2137
"2140",2017-03-13,1.2219,1.2161,1.2252,1.2148
"2141",2017-03-14,1.2154,1.2217,1.2228,1.2106
"2142",2017-03-15,1.2292,1.2152,1.2309,1.2138
"2143",2017-03-16,1.236,1.2287,1.2378,1.2239
"2144",2017-03-17,1.2394,1.2357,1.2406,1.2321
"2145",2017-03-20,1.2358,1.2398,1.2437,1.2333
"2146",2017-03-21,1.2479,1.2356,1.2496,1.2338
"2147",2017-03-22,1.2484,1.2475,1.2507,1.2421
"2148",2017-03-23,1.2521,1.2482,1.2532,1.2459
"2149",2017-03-24,1.247,1.2519,1.2524,1.2466
"2150",2017-03-27,1.2556,1.2483,1.2618,1.2473
"2151",2017-03-28,1.245,1.2557,1.2598,1.2437
"2152",2017-03-29,1.2434,1.2445,1.2476,1.2375
"2153",2017-03-30,1.2469,1.2429,1.2529,1.2401
"2154",2017-03-31,1.255,1.2467,1.2562,1.2431
"2155",2017-04-03,1.2487,1.2539,1.2556,1.2463
"2156",2017-04-04,1.2441,1.2486,1.2496,1.2417
"2157",2017-04-05,1.2483,1.2437,1.2501,1.242
"2158",2017-04-06,1.247,1.2482,1.2508,1.2448
"2159",2017-04-07,1.2373,1.2466,1.2478,1.2361
"2160",2017-04-10,1.2414,1.2379,1.2432,1.2362
"2161",2017-04-11,1.2491,1.2409,1.2497,1.2401
"2162",2017-04-12,1.254,1.2489,1.255,1.2477
"2163",2017-04-13,1.2506,1.2536,1.2575,1.2496
"2164",2017-04-14,1.2524,1.2501,1.2537,1.2498
"2165",2017-04-17,1.2565,1.2528,1.2599,1.2522
"2166",2017-04-18,1.2841,1.2564,1.2909,1.2513
"2167",2017-04-19,1.2779,1.2837,1.2862,1.2766
"2168",2017-04-20,1.2813,1.2777,1.2851,1.277
"2169",2017-04-21,1.2813,1.2812,1.2835,1.2758
"2170",2017-04-24,1.2794,1.2841,1.2871,1.2769
"2171",2017-04-25,1.2841,1.2794,1.2846,1.2771
"2172",2017-04-26,1.2847,1.2839,1.2864,1.2803
"2173",2017-04-27,1.2904,1.2844,1.2916,1.2834
"2174",2017-04-28,1.2951,1.2903,1.297,1.2884
"2175",2017-05-01,1.2886,1.295,1.2955,1.2878
"2176",2017-05-02,1.2938,1.2884,1.2943,1.2861
"2177",2017-05-03,1.2867,1.2936,1.2953,1.2861
"2178",2017-05-04,1.2921,1.2863,1.2931,1.2829
"2179",2017-05-05,1.2981,1.2918,1.2985,1.2898
"2180",2017-05-08,1.294,1.2979,1.2992,1.2927
"2181",2017-05-09,1.2935,1.2942,1.2961,1.29
"2182",2017-05-10,1.2938,1.2931,1.2989,1.2924
"2183",2017-05-11,1.2886,1.2937,1.2953,1.2847
"2184",2017-05-12,1.2891,1.2885,1.29,1.2842
"2185",2017-05-15,1.2893,1.2887,1.294,1.2872
"2186",2017-05-16,1.2917,1.2895,1.2958,1.2864
"2187",2017-05-17,1.2973,1.2915,1.2994,1.2903
"2188",2017-05-18,1.2939,1.2965,1.3051,1.2889
"2189",2017-05-19,1.3035,1.2935,1.304,1.2925
"2190",2017-05-22,1.3,1.3005,1.3044,1.2963
"2191",2017-05-23,1.2962,1.2997,1.3036,1.295
"2192",2017-05-24,1.2974,1.296,1.3,1.2924
"2193",2017-05-25,1.294,1.2968,1.3013,1.2928
"2194",2017-05-26,1.2804,1.2941,1.2949,1.2772
"2195",2017-05-29,1.2841,1.2804,1.2853,1.2788
"2196",2017-05-30,1.2858,1.2836,1.289,1.2791
"2197",2017-05-31,1.289,1.2857,1.2921,1.2767
"2198",2017-06-01,1.2881,1.2887,1.2916,1.2828
"2199",2017-06-02,1.2887,1.2877,1.2908,1.2844
"2200",2017-06-05,1.2903,1.2848,1.2942,1.2845
"2201",2017-06-06,1.2911,1.2901,1.2953,1.287
"2202",2017-06-07,1.2961,1.291,1.2969,1.2885
"2203",2017-06-08,1.2953,1.2959,1.2979,1.2905
"2204",2017-06-09,1.2745,1.2953,1.2964,1.2632
"2205",2017-06-12,1.2656,1.2729,1.2771,1.2636
"2206",2017-06-13,1.2753,1.2657,1.2759,1.2639
"2207",2017-06-14,1.2752,1.2754,1.2818,1.2721
"2208",2017-06-15,1.2755,1.2749,1.2796,1.2688
"2209",2017-06-16,1.2776,1.2752,1.2806,1.2746
"2210",2017-06-19,1.2736,1.2783,1.2817,1.272
"2211",2017-06-20,1.2631,1.2731,1.2758,1.2601
"2212",2017-06-21,1.2671,1.2627,1.2712,1.2587
"2213",2017-06-22,1.2682,1.2669,1.2692,1.2651
"2214",2017-06-23,1.2718,1.2679,1.2745,1.2671
"2215",2017-06-26,1.2721,1.2728,1.276,1.2703
"2216",2017-06-27,1.2816,1.2721,1.286,1.2714
"2217",2017-06-28,1.2926,1.2815,1.2974,1.279
"2218",2017-06-29,1.3006,1.2921,1.3013,1.2917
"2219",2017-06-30,1.3027,1.3003,1.3032,1.2946
"2220",2017-07-03,1.2937,1.301,1.3024,1.2929
"2221",2017-07-04,1.292,1.2936,1.2962,1.2909
"2222",2017-07-05,1.2935,1.2916,1.295,1.289
"2223",2017-07-06,1.2971,1.2934,1.2984,1.2917
"2224",2017-07-07,1.2892,1.2966,1.2977,1.2864
"2225",2017-07-10,1.2879,1.2882,1.2912,1.2853
"2226",2017-07-11,1.2849,1.288,1.2932,1.2828
"2227",2017-07-12,1.2885,1.2845,1.2908,1.2808
"2228",2017-07-13,1.2939,1.2882,1.2958,1.2875
"2229",2017-07-14,1.3096,1.2934,1.3115,1.2931
"2230",2017-07-17,1.3055,1.3099,1.3113,1.3044
"2231",2017-07-18,1.304,1.3055,1.3127,1.3002
"2232",2017-07-19,1.3018,1.3036,1.3053,1.3008
"2233",2017-07-20,1.2974,1.302,1.3038,1.293
"2234",2017-07-21,1.2995,1.2972,1.3023,1.2951
"2235",2017-07-24,1.3029,1.2983,1.3058,1.2983
"2236",2017-07-25,1.3026,1.3027,1.3086,1.3004
"2237",2017-07-26,1.3121,1.3019,1.3125,1.2999
"2238",2017-07-27,1.3067,1.3119,1.3157,1.3051
"2239",2017-07-28,1.3135,1.3063,1.3155,1.3056
"2240",2017-07-31,1.3214,1.3129,1.3225,1.3094
"2241",2017-08-01,1.3203,1.3212,1.3249,1.3188
"2242",2017-08-02,1.3223,1.3201,1.3252,1.3187
"2243",2017-08-03,1.3139,1.3219,1.3266,1.311
"2244",2017-08-04,1.3036,1.3134,1.3166,1.3021
"2245",2017-08-07,1.3035,1.3025,1.3063,1.3011
"2246",2017-08-08,1.2991,1.3033,1.3055,1.295
"2247",2017-08-09,1.3005,1.2988,1.3029,1.2965
"2248",2017-08-10,1.2975,1.2999,1.3017,1.295
"2249",2017-08-11,1.3012,1.2975,1.3031,1.2937
"2250",2017-08-14,1.2965,1.2992,1.3024,1.2955
"2251",2017-08-15,1.287,1.2964,1.2971,1.2845
"2252",2017-08-16,1.289,1.287,1.2905,1.2842
"2253",2017-08-17,1.2869,1.2894,1.2914,1.2855
"2254",2017-08-18,1.2876,1.2869,1.292,1.2834
"2255",2017-08-21,1.2901,1.287,1.2918,1.2849
"2256",2017-08-22,1.2824,1.2897,1.291,1.2809
"2257",2017-08-23,1.28,1.2824,1.2835,1.2779
"2258",2017-08-24,1.28,1.2796,1.2837,1.2771
"2259",2017-08-25,1.2887,1.2799,1.2891,1.2793
"2260",2017-08-28,1.2933,1.2902,1.2948,1.2873
"2261",2017-08-29,1.292,1.2931,1.2979,1.2914
"2262",2017-08-30,1.2926,1.2918,1.2939,1.2877
"2263",2017-08-31,1.2931,1.2928,1.2935,1.2851
"2264",2017-09-01,1.2951,1.2931,1.2996,1.2904
"2265",2017-09-04,1.2932,1.2958,1.2967,1.2911
"2266",2017-09-05,1.3033,1.2927,1.3044,1.2909
"2267",2017-09-06,1.3043,1.3032,1.3084,1.3018
"2268",2017-09-07,1.3101,1.3043,1.3117,1.3032
"2269",2017-09-08,1.3198,1.31,1.3225,1.3093
"2270",2017-09-11,1.3163,1.3203,1.3223,1.3159
"2271",2017-09-12,1.3284,1.3163,1.33,1.316
"2272",2017-09-13,1.3211,1.3284,1.333,1.3185
"2273",2017-09-14,1.3397,1.3211,1.3407,1.3162
"2274",2017-09-15,1.3593,1.3398,1.3617,1.3381
"2275",2017-09-18,1.3494,1.3576,1.362,1.3465
"2276",2017-09-19,1.3509,1.3495,1.3553,1.3469
"2277",2017-09-20,1.3494,1.351,1.3658,1.3452
"2278",2017-09-21,1.3579,1.3493,1.3587,1.347
"2279",2017-09-22,1.3493,1.3581,1.3597,1.345
"2280",2017-09-25,1.3467,1.3493,1.3572,1.3431
"2281",2017-09-26,1.3458,1.3467,1.3517,1.341
"2282",2017-09-27,1.3387,1.3459,1.3464,1.3364
"2283",2017-09-28,1.3442,1.3386,1.3458,1.3343
"2284",2017-09-29,1.3397,1.3441,1.3446,1.3349
"2285",2017-10-02,1.3277,1.3389,1.3404,1.3255
"2286",2017-10-03,1.3236,1.3276,1.3289,1.3222
"2287",2017-10-04,1.3245,1.3236,1.3293,1.3235
"2288",2017-10-05,1.3119,1.3247,1.3251,1.3107
"2289",2017-10-06,1.3066,1.3119,1.3127,1.3027
"2290",2017-10-09,1.3142,1.3069,1.3185,1.3056
"2291",2017-10-10,1.3204,1.3141,1.3227,1.3131
"2292",2017-10-11,1.3223,1.3205,1.3236,1.3175
"2293",2017-10-12,1.3262,1.3224,1.3292,1.3121
"2294",2017-10-13,1.3287,1.3262,1.3338,1.3249
"2295",2017-10-16,1.325,1.3309,1.3313,1.3225
"2296",2017-10-17,1.3191,1.325,1.3289,1.3154
"2297",2017-10-18,1.3205,1.3191,1.3212,1.314
"2298",2017-10-19,1.3159,1.3206,1.323,1.3132
"2299",2017-10-20,1.319,1.3159,1.3202,1.3087
"2300",2017-10-23,1.3197,1.3187,1.3228,1.3156
"2301",2017-10-24,1.3136,1.3199,1.3229,1.3112
"2302",2017-10-25,1.3264,1.3132,1.3272,1.311
"2303",2017-10-26,1.316,1.3264,1.3281,1.3147
"2304",2017-10-27,1.3129,1.3161,1.3164,1.307
"2305",2017-10-30,1.3208,1.3112,1.3216,1.3105
"2306",2017-10-31,1.3283,1.3207,1.3289,1.319
"2307",2017-11-01,1.3246,1.3282,1.3321,1.324
"2308",2017-11-02,1.3059,1.3245,1.33,1.3043
"2309",2017-11-03,1.3076,1.3059,1.3132,1.3039
"2310",2017-11-06,1.3172,1.3085,1.3177,1.3058
"2311",2017-11-07,1.3167,1.317,1.3179,1.3109
"2312",2017-11-08,1.3116,1.3167,1.3178,1.3087
"2313",2017-11-09,1.3151,1.3115,1.3167,1.3086
"2314",2017-11-10,1.3191,1.3148,1.3232,1.3113
"2315",2017-11-13,1.3116,1.3183,1.3198,1.3062
"2316",2017-11-14,1.3165,1.3116,1.3188,1.3075
"2317",2017-11-15,1.3171,1.3167,1.3216,1.3131
"2318",2017-11-16,1.3195,1.3171,1.3209,1.3135
"2319",2017-11-17,1.3214,1.3196,1.3261,1.317
"2320",2017-11-20,1.3235,1.3217,1.328,1.3184
"2321",2017-11-21,1.3239,1.3236,1.327,1.3211
"2322",2017-11-22,1.3326,1.3239,1.3332,1.3214
"2323",2017-11-23,1.331,1.3325,1.3338,1.3284
"2324",2017-11-24,1.3337,1.3309,1.3361,1.3279
"2325",2017-11-27,1.3318,1.3337,1.3384,1.331
"2326",2017-11-28,1.3338,1.3312,1.3388,1.3221
"2327",2017-11-29,1.3409,1.334,1.345,1.3339
"2328",2017-11-30,1.3526,1.341,1.355,1.3405
"2329",2017-12-01,1.3473,1.3525,1.3552,1.3445
"2330",2017-12-04,1.3479,1.3479,1.3539,1.3417
"2331",2017-12-05,1.3443,1.3479,1.3483,1.337
"2332",2017-12-06,1.3394,1.3442,1.3449,1.3357
"2333",2017-12-07,1.3474,1.3391,1.3485,1.3319
"2334",2017-12-08,1.3392,1.3477,1.3521,1.3355
"2335",2017-12-11,1.3339,1.3392,1.3432,1.3331
"2336",2017-12-12,1.3317,1.3339,1.3381,1.3304
"2337",2017-12-13,1.342,1.3317,1.3422,1.3311
"2338",2017-12-14,1.3432,1.3418,1.3463,1.339
"2339",2017-12-15,1.3415,1.3432,1.3447,1.3407
